0.3	135.83456	491.00733
0.32	126.24529	468.01017
0.34	117.11052	445.55697
0.36	108.41938	423.64805
0.38	100.16097	402.28379
0.4	92.324394	381.46465
0.42	84.898746	361.19109
0.44	77.873109	341.46366
0.46	71.236555	322.28292
0.48	64.978144	303.64945
0.5	59.086925	285.56379
0.52	53.551937	268.02645
0.54	48.362209	251.03787
0.56	43.506762	234.59831
0.58	38.974615	218.70789
0.6	34.754787	203.36645
0.62	30.8363	188.57357
0.64	27.208192	174.32849
0.66	23.859516	160.63007
0.68	20.779355	147.4768
0.7	17.956823	134.86676
0.72	15.381078	122.79767
0.74	13.041327	111.26691
0.76	10.926831	100.27163
0.78	9.0269118	89.808811
0.8	7.3309495	79.875406
0.82	5.8283857	70.468489
0.84	4.5087178	61.5854
0.86	3.3614925	53.223902
0.88	2.3762957	45.382337
0.9	1.5427393	38.059755
0.92	0.85044669	31.256019
0.94	0.28903486	24.971872
0.96	-0.15190291	19.208961
0.98	-0.48281515	13.96981
1.	-0.71420906	9.2577434
1.02	-0.85666534	5.0767616
1.04	-0.92085012	1.4313791
1.06	-0.91752335	-1.6735739
1.08	-0.85754292	-4.2331673
1.1	-0.75186452	-6.2425928
1.12	-0.61153692	-7.6973795
1.14	-0.44769335	-8.5935868
1.16	-0.27153915	-8.9279659
1.18	-0.094336693	-8.6980782
1.2	0.073205509	-8.0189943
1.22	0.22529409	-7.1620756
1.24	0.3585786	-6.1386932
1.26	0.46973875	-4.9498733
1.28	0.55548197	-3.597339
1.3	0.61255602	-2.083375
1.32	0.63775868	-0.41067602
1.34	0.62939604	1.1973166
1.36	0.59186257	2.5058631
1.38	0.53117812	3.5119238
1.4	0.45342119	4.2126578
1.42	0.3647246	4.6054846
1.44	0.2712696	4.6881546
1.46	0.17927027	4.464795
1.48	0.093411891	4.1136265
1.5	0.015025143	3.7174809
1.52	-0.054982577	3.2756312
1.54	-0.1156927	2.78768
1.56	-0.16618162	2.2535135
1.58	-0.20552589	1.6732506
1.6	-0.23284345	1.0600147
1.62	-0.24844782	0.51554499
1.64	-0.25407193	0.062079085
1.66	-0.25154141	-0.29982254
1.68	-0.24269328	-0.56958678
1.7	-0.22937593	-0.74665352
1.72	-0.21344866	-0.83049444
1.74	-0.19668304	-0.84292871
1.76	-0.17968636	-0.85817757
1.78	-0.16229959	-0.88188003
1.8	-0.14435696	-0.91371346
1.82	-0.12569866	-0.95340691
1.84	-0.10616979	-1.0007368
1.86	-0.085619496	-1.0555216
1.88	-0.063916683	-1.1148118
1.9	-0.041027105	-1.174135
1.92	-0.016951995	-1.2333521
1.94	0.0083058144	-1.2923952
1.96	0.034742307	-1.3512129
1.98	0.062352573	-1.4097671
2.	0.091131013	-1.4679844
2.02	0.12103513	-1.5210221
2.04	0.15191563	-1.5656199
2.06	0.18360359	-1.6017673
2.08	0.21592994	-1.629457
2.1	0.24872545	-1.6486838
2.12	0.28182085	-1.6594443
2.14	0.3150393	-1.6583326
2.16	0.34774175	-1.6000185
2.18	0.3785643	-1.4703433
2.2	0.40607974	-1.2693063
2.22	0.42886081	-0.99690698
2.24	0.44548027	-0.65314509
2.26	0.45451086	-0.23802045
2.28	0.45461362	0.2244964
2.3	0.44605535	0.61704891
2.32	0.43050293	0.92391175
2.34	0.40967015	1.1450849
2.36	0.3852708	1.2805685
2.38	0.35901867	1.3303624
2.4	0.33262757	1.2944667
2.42	0.30766721	1.2007223
2.44	0.28455721	1.1114009
2.46	0.26316625	1.028818
2.48	0.24335956	0.95297348
2.5	0.22500239	0.88386739
2.52	0.20795995	0.82149972
2.54	0.19209748	0.76587048
2.56	0.17727835	0.71725847
2.58	0.16335849	0.6759427
2.6	0.150192	0.64192316
2.62	0.13763293	0.61519985
2.64	0.12553536	0.59577277
2.66	0.11375337	0.58364193
2.68	0.10214147	0.57851969
2.7	0.090622747	0.57264939
2.72	0.079263628	0.56255919
2.74	0.068148512	0.54824909
2.76	0.057361797	0.5297191
2.78	0.046987881	0.50696921
2.8	0.037111161	0.47999942
2.82	0.027819947	0.44749761
2.84	0.019319544	0.39965042
2.86	0.011949621	0.33444964
2.88	0.0060572492	0.25189526
2.9	0.001989501	0.15198729
2.92	0.000093448076	0.034725736
