0.3	135.83864	490.93773
0.32	126.25101	467.91539
0.34	117.11845	445.42915
0.36	108.43028	423.47738
0.38	100.17581	402.05816
0.4	92.344416	381.16932
0.42	84.925517	360.80839
0.44	77.908579	340.97274
0.46	71.283124	321.65953
0.48	65.038734	302.86591
0.5	59.165043	284.58909
0.52	53.651742	266.82653
0.54	48.488567	249.57613
0.56	43.665291	232.83648
0.58	39.171707	216.60707
0.6	34.997603	200.88862
0.62	31.132741	185.68327
0.64	27.566826	170.99482
0.66	24.289466	156.82893
0.68	21.290135	143.19321
0.7	18.558139	130.09723
0.72	16.082572	117.55241
0.74	13.852282	105.5718
0.76	11.855843	94.169712
0.78	10.081536	83.361221
0.8	8.5173357	73.161538
0.82	7.1509179	63.58531
0.84	5.9696778	54.64584
0.86	4.9607641	46.354303
0.88	4.11113	38.718996
0.9	3.4075968	31.744669
0.92	2.8369311	25.432008
0.94	2.3859292	19.777293
0.96	2.041507	14.772291
0.98	1.7907894	10.404385
1.	1.6211944	6.6569532
1.02	1.5205075	3.5099886
1.04	1.4769418	0.9409217
1.06	1.4791789	-1.0743984
1.08	1.5163906	-2.5606232
1.1	1.5782372	-3.5417931
1.12	1.6548449	-4.0402634
1.14	1.7367619	-4.0757363
1.16	1.8148969	-3.6644568
1.18	1.880444	-2.8186173
1.2	1.9253913	-1.6626294
1.22	1.9467745	-0.47177662
1.24	1.9440978	0.74390151
1.26	1.9168195	1.9895369
1.28	1.8642598	3.2737445
1.3	1.7855369	4.6079478
1.32	1.679519	6.0056206
1.34	1.5462424	7.2610051
1.36	1.3914707	8.1576386
1.38	1.2222284	8.7105069
1.4	1.0452472	8.9338151
1.42	0.86698652	8.8404658
1.44	0.69366419	8.4417065
1.46	0.53128295	7.7529135
1.48	0.38411531	6.9611986
1.5	0.25292481	6.1559525
1.52	0.13794282	5.3408098
1.54	0.039344829	4.5177579
1.56	-0.042718819	3.6873656
1.58	-0.1080971	2.8490389
1.6	-0.15665479	2.0141046
1.62	-0.18940797	1.2817212
1.64	-0.20873501	0.67103637
1.66	-0.21704208	0.17924771
1.68	-0.21667844	-0.19651031
1.7	-0.2099365	-0.45903829
1.72	-0.19905412	-0.6109777
1.74	-0.1861206	-0.67705052
1.76	-0.17200599	-0.73406984
1.78	-0.15676543	-0.7899375
1.8	-0.14040536	-0.84626675
1.82	-0.1229026	-0.90441225
1.84	-0.10420926	-0.96549191
1.86	-0.084257268	-1.0304133
1.88	-0.062978734	-1.0970974
1.9	-0.040387134	-1.1617574
1.92	-0.016519289	-1.2247865
1.94	0.0085957342	-1.2865243
1.96	0.034934799	-1.3472275
1.98	0.062479222	-1.4070873
2.	0.091213587	-1.4661997
2.02	0.12108848	-1.5198448
2.04	0.15194979	-1.5648506
2.06	0.18362526	-1.6012694
2.08	0.21594356	-1.6291377
2.1	0.24873394	-1.648481
2.12	0.28182609	-1.6593168
2.14	0.31504251	-1.6582531
2.16	0.34774369	-1.5999695
2.18	0.37856547	-1.4703133
2.2	0.40608043	-1.2692881
2.22	0.42886122	-0.99689606
2.24	0.4454805	-0.6531386
2.26	0.454511	-0.23801663
2.28	0.4546137	0.22449863
2.3	0.4460554	0.6170502
2.32	0.43050296	0.92391249
2.34	0.40967016	1.1450853
2.36	0.38527081	1.2805687
2.38	0.35901868	1.3303625
2.4	0.33262757	1.2944668
2.42	0.30766721	1.2007223
2.44	0.28455721	1.1114009
2.46	0.26316625	1.028818
2.48	0.24335956	0.95297348
2.5	0.22500239	0.88386739
2.52	0.20795995	0.82149972
2.54	0.19209748	0.76587048
2.56	0.17727835	0.71725847
2.58	0.16335849	0.6759427
2.6	0.150192	0.64192316
2.62	0.13763293	0.61519985
2.64	0.12553536	0.59577277
2.66	0.11375337	0.58364193
2.68	0.10214147	0.57851969
2.7	0.090622747	0.57264939
2.72	0.079263628	0.56255919
2.74	0.068148512	0.54824909
2.76	0.057361797	0.5297191
2.78	0.046987881	0.50696921
2.8	0.037111161	0.47999942
2.82	0.027819947	0.44749761
2.84	0.019319544	0.39965042
2.86	0.011949621	0.33444964
2.88	0.0060572492	0.25189526
2.9	0.001989501	0.15198729
2.92	0.000093448076	0.034725736
