0.3	135.83251	491.04213
0.32	126.24243	468.05756
0.34	117.10656	445.62087
0.36	108.41393	423.73338
0.38	100.15355	402.39661
0.4	92.314383	381.61231
0.42	84.885361	361.38244
0.44	77.855375	341.70913
0.46	71.213271	322.59462
0.48	64.947849	304.04121
0.5	59.047867	286.05113
0.52	53.502035	268.62642
0.54	48.29903	251.76874
0.56	43.427497	235.47923
0.58	38.87607	219.75829
0.6	34.633379	204.60536
0.62	30.68808	190.01872
0.64	27.028875	175.99532
0.66	23.644542	162.53064
0.68	20.523964	149.6186
0.7	17.656164	137.25153
0.72	15.030331	125.4203
0.74	12.635849	114.11447
0.76	10.462325	103.32259
0.78	8.4995996	93.032606
0.8	6.7377563	83.23234
0.82	5.1671195	73.910079
0.84	3.7782378	65.055179
0.86	2.5618567	56.658701
0.88	1.5088785	48.714008
0.9	0.61031059	41.217298
0.92	-0.14279553	34.168025
0.94	-0.75941232	27.569162
0.96	-1.2486079	21.427296
0.98	-1.6196174	15.752523
1.	-1.8819108	10.558138
1.02	-2.0452518	5.8601481
1.04	-2.1197461	1.6766079
1.06	-2.1158745	-1.9731617
1.08	-2.0445097	-5.0694393
1.1	-1.9169154	-7.5929927
1.12	-1.7447278	-9.5259375
1.14	-1.539921	-10.852512
1.16	-1.3147572	-11.55972
1.18	-1.0817271	-11.637809
1.2	-0.8528874	-11.197177
1.22	-0.63544613	-10.507225
1.24	-0.434181	-9.5799905
1.26	-0.25380165	-8.4195784
1.28	-0.098906936	-7.0328808
1.3	0.026065569	-5.4290364
1.32	0.11687851	-3.6188243
1.34	0.17097285	-1.8345276
1.36	0.19205851	-0.32002467
1.38	0.18565296	0.91263223
1.4	0.15750819	1.8520792
1.42	0.11359364	2.487994
1.44	0.060072305	2.8113786
1.46	0.0032639335	2.8207358
1.48	-0.051939818	2.6898404
1.5	-0.10392469	2.4982451
1.52	-0.15144527	2.2430418
1.54	-0.19321146	1.9226411
1.56	-0.22791302	1.5365875
1.58	-0.25424028	1.0853564
1.6	-0.27093778	0.58296981
1.62	-0.27796775	0.13245687
1.64	-0.27674039	-0.24239956
1.66	-0.26879108	-0.53935767
1.68	-0.2557007	-0.75612502
1.7	-0.23909565	-0.89046113
1.72	-0.22064593	-0.94025282
1.74	-0.20196425	-0.92586781
1.76	-0.18352654	-0.92023143
1.78	-0.16506667	-0.9278513
1.8	-0.14633277	-0.94743681
1.82	-0.12709669	-0.97790424
1.84	-0.10715005	-1.0183593
1.86	-0.08630061	-1.0680758
1.88	-0.064385657	-1.123669
1.9	-0.04134709	-1.1803238
1.92	-0.017168348	-1.2376349
1.94	0.0081608545	-1.2953306
1.96	0.03464606	-1.3532057
1.98	0.062289248	-1.411107
2.	0.091089726	-1.4688768
2.02	0.12100846	-1.5216108
2.04	0.15189855	-1.5660046
2.06	0.18359276	-1.6020163
2.08	0.21592313	-1.6296166
2.1	0.24872121	-1.6487852
2.12	0.28181823	-1.6595081
2.14	0.3150377	-1.6583723
2.16	0.34774078	-1.6000431
2.18	0.37856372	-1.4703583
2.2	0.40607939	-1.2693154
2.22	0.4288606	-0.99691243
2.24	0.44548015	-0.65314833
2.26	0.45451079	-0.23802236
2.28	0.45461358	0.22449528
2.3	0.44605533	0.61704827
2.32	0.43050292	0.92391138
2.34	0.40967014	1.1450847
2.36	0.38527079	1.2805684
2.38	0.35901867	1.3303623
2.4	0.33262757	1.2944666
2.42	0.30766721	1.2007223
2.44	0.28455721	1.1114009
2.46	0.26316625	1.028818
2.48	0.24335956	0.95297347
2.5	0.22500239	0.88386739
2.52	0.20795995	0.82149972
2.54	0.19209748	0.76587048
2.56	0.17727835	0.71725847
2.58	0.16335849	0.6759427
2.6	0.150192	0.64192316
2.62	0.13763293	0.61519985
2.64	0.12553536	0.59577277
2.66	0.11375337	0.58364193
2.68	0.10214147	0.57851969
2.7	0.090622747	0.57264939
2.72	0.079263628	0.56255919
2.74	0.068148512	0.54824909
2.76	0.057361797	0.5297191
2.78	0.046987881	0.50696921
2.8	0.037111161	0.47999942
2.82	0.027819947	0.44749761
2.84	0.019319544	0.39965042
2.86	0.011949621	0.33444964
2.88	0.0060572492	0.25189526
2.9	0.001989501	0.15198729
2.92	0.000093448076	0.034725736
